id,location_id,program_id,accepted_payments,alternate_name,description,eligibility,email,fees,funding_sources,application_process,interpretation_services,keywords,languages,name,required_documents,service_areas,status,wait_time,website,taxonomy_ids
417,165,,,,"Support for family members and friends of persons with mental illness: 
Every Thursday noon at Peninsula Behavioral Health, 118 East 8th Street, Port Angeles
2nd & 4th Monday nights each month, 7:00 PM, at Sequim Community Church on 950 N 5th Ave.","Family of individuals with mental illness.",namiofclallamcounty@gmail.com,None.,,"Call to apply of for more information.",,,,"Family to Family Support Group",,Clallam,active,,http://www.namiclallam.org,"P,Y,PN,YF,PN-8100,YF-5000,PN-8100.5000,YF-5000.5050,YF-5000.5050-100,YF-5000.5050-170"
418,168,,,,"Support for family members and friends of persons with mental illness: 
Every Thursday noon at Peninsula Behavioral Health, 118 East 8th Street, Port Angeles
2nd & 4th Monday nights each month, 7:00 PM, at Sequim Community Church on 950 N 5th Ave.","Family of individuals with mental illness.",namiofclallamcounty@gmail.com,None.,,"Call to apply of for more information.",,,,"Family to Family Support Group",,Clallam,active,,http://www.namiclallam.org,"P,Y,PN,YF,PN-8100,YF-5000,PN-8100.5000,YF-5000.5050,YF-5000.5050-100,YF-5000.5050-170"
419,169,,,,"Offers a free, 12-week course called Family-to-Family for family members of adults living with mental illness. It is an evidence-based class designed to help caregivers understand and support individuals living with serious mental illness while maintaining their own well-being. The course is taught by a team of trained NAMI (National Alliance on Mental Illness) family member volunteers who know what it is like to have a loved one struggling with one of these brain disorders. There is no cost to participate in the NAMI Family-to-Family Education Program.","Family and caregivers of those with mental illnesses.",elaine.zynrgy@me.com,None.,,"Call for information about the upcoming schedule or to register.",,,,"Family to Family Education Program",,Jefferson,active,,http://www.namijeffcowa.org,"R,Y,RR,YJ,RR-5150,YJ-5500,RR-5150.2500"
420,169,,,,"NAMI is a volunteer, non-profit, self-help organization composed of families and friends of persons who have a mental illness and consumers of mental health services. They offer support that helps families, caregivers, and clients develop the skills and strengths they need to cope with a mental illness. Meetings are the first and third Wednesday of every month from 7-9PM at Jefferson Mental Health Services.","No restrictions.",elaine.zynrgy@me.com,None.,,"Call for more information.",,,,"NAMI Information",,Jefferson,active,,http://www.namijeffcowa.org,"P,T,PN,TD,PN-8100,TD-1600,PN-8100.5000,TD-1600.3100,TD-1600.3100-550"
421,169,,,,"Offers a mental health support group to help friends, families, and clients learn about mental illness.  Meetings are held twice every month at Jefferson Mental Health.","For mentally ill and family members of mentally ill.",elaine.zynrgy@me.com,None.,,"Call for more information.",,,,"Support Group",,Jefferson,active,,http://www.namijeffcowa.org,"P,Y,PN,YF,PN-8100,YF-5000,PN-8100.5000,YF-5000.5050,YF-5000.5050-100,YF-5000.5050-170"
422,175,,,,"NAMI is a volunteer, non-profit, self-help organization composed of families and friends of persons who have a mental illness and consumers of mental health services. They offer support that helps families develop the skills and strengths they need to cope with a mental illness. Education meetings are held on the 1st Thursday of the month at 7:00PM.  Support group meets the 3rd Tuesday of the month at 7:00PM at the Kitsap Mental Health Services.  Bridges to Parents meets 2nd Tuesday of the month at Child & Family, Kitsap Mental Health Services.  NAMI presents free education classes for families of the mentally ill throughout the year.","No restrictions.",info@namikitsap.org,None.,,"Call for more information.",,,,NAMI,,Kitsap,active,,http://www.namikitsap.org,"P,T,Y,PN,PX,TD,YF,YJ,PN-8100,PX-1800,TD-1600,YF-5000,YJ-5500,PN-8100.5000,TD-1600.3100,YF-5000.1100,TD-1600.3100-550"
423,174,,,,"Family members of individuals with sever brain disorders have the opportunity to attend monthly meetings sponsored by NAMI Kitsap.  Meetings are on Bainbridge Island at the Doctors Clinic and in Silverdale at the Doctors Clinic - Cavalon Place.","Family of individuals with mental illness.",,None.,,"Call for meeting times.",,,,"Family to Family Support Groups",,Kitsap,active,,http://www.namikitsap.org,"P,Y,PN,YF,PN-8100,YF-5000,PN-8100.5000,YF-5000.5050,YF-5000.5050-100,YF-5000.5050-170"
424,174,,,,"Offers a free 12-week educational course to help attendees learn about mental illness, resources, treatment options, and challenges.  Each month will have a special topic and speaker.","No restrictions.",,None.,,"Walk in during meeting hours.",,,,"NAMI Family to Family Education Course",,Kitsap,active,,http://www.namikitsap.org,"R,Y,RR,YF,RR-5150,YF-5000,RR-5150.2500,YF-5000.1100"
425,173,,,,"NAMI Kitsap and Helpline House jointly sponsor a support group for individuals coping with symptoms of brain disorders.  Meetings are held on the fourth Wednesday of every month from 1:30pm-3pm at the Helpline House, 282 Knechtel Way NE.","Individuals who have been diagnosed with a mental illness.",,None.,,"Call for more information.",,,,"Peer Support Group",,Kitsap,active,,http://www.namikitsap.org,"P,PN,PN-8100,PN-8100.5000"
426,170,,,,"NAMI Kitsap and Helpline House jointly sponsor a support group for individuals coping with symptoms of brain disorders.  Meetings are held on the fourth Wednesday of every month from 1:30pm-3pm at the Helpline House, 282 Knechtel Way NE.","Individuals who have been diagnosed with a mental illness.",,None.,,"Call for more information.",,,,"Peer Support Group",,Kitsap,active,,http://www.namikitsap.org,"P,PN,PN-8100,PN-8100.5000"
427,172,,,,"Offers a support group for individuals and families dealing with depression and bipolar disorder.  Meets every Tuesday, 6pm-7:30pm at St Paul's Episcopal Church.","For individuals and families dealing with depression and bipolar disorder.",,None.,,"Call for more information.",,,,"DBSA - Depression and Bipolar Support Alliance Support Group",,Kitsap,active,,http://www.dbsalliance.org,"P,Y,PN,YF,PN-8100,YF-5000,PN-8100.5000,YF-5000.5050,YF-5000.5050-100,YF-5000.5050-170"
428,171,,,,"Family members of individuals with sever brain disorders have the opportunity to attend monthly meetings sponsored by NAMI Kitsap.  Meetings are on Bainbridge Island at the Doctors Clinic and in Silverdale at the Doctors Clinic - Cavalon Place.","Family of individuals with mental illness.",,None.,,"Call for meeting times.",,,,"Family to Family Support Groups",,Kitsap,active,,http://www.namikitsap.org,"P,Y,PN,YF,PN-8100,YF-5000,PN-8100.5000,YF-5000.5050,YF-5000.5050-100,YF-5000.5050-170"
429,176,,,,"Mainly offers service to Bainbridge Island residents first.
Bainbridge Island Helpline House offers:
Crisis intervention 
Individual & family counseling 
Loan of medical equipment (crutches, etc.) 
Foodbank 
Clothing 
Volunteer opportunities 

Helpline House offers time-limited low cost counseling for island residents with no insurance dependent on assessment.   

While Island residents are the main focus, Helpline House also assists residents from Suquamish, Kingston, and Indianola through access to clothing, limited food bank use,and, when available, financial support for housing and energy costs from FEMA (Federal Emergency Management Agency) funds.","North Kitsap, mainly Bainbridge Island Residents.",svincent@helplinehouse.org,None.,,"Call or walk in for assistance.",,,,"Bainbridge Island Helpline House",,Kitsap,active,,http://www.helplinehouse.org,"B,N,P,R,T,BH,BV,ND,PN,PX,RF,RR,TD,BH-3800,BV-8900,ND-3500,PN-8100,PX-0400,PX-1800,PX-2300,RF-8380,RR-8500,TD-1100,BH-3800.7000,BV-8900.9300,ND-3500.3600,PN-8100.6500,TD-1100.1400,BV-8900.9300-180,BV-8900.9300-250,BV-8900.9300-300,PN-8100.6500-650"
430,176,,,,"Offers free clothing, bedding and towels.  Clothing generally includes adult and child clothing, with shoes in limited quantities.","Must have an appointment. Appointments are limited to one per month.",svincent@helplinehouse.org,None.,,"Call for more information and to make an appointment.",,,,"Clothing Works",,Kitsap,active,,http://helplinehouse.org/clothing.shtml,"B,T,BM,TI,BM-3000,BM-6500,TI-1800,BM-3000.1000,BM-6500.1500,TI-1800.1500,TI-1800.3000,BM-6500.1500-100,BM-6500.1500-120,BM-6500.1500-250,TI-1800.1500-250,TI-1800.3000-100"
431,176,,,,"Offers counseling services after an assessment by a Helpline House social worker.","Call for more information.",svincent@helplinehouse.org,"Call for more information.",,"Call for more information.",,,,"Counseling Program",,Kitsap,active,,http://helplinehouse.org/counseling.shtml,"P,R,Y,PH,RF,RM,RP,YF,PH-6200,RF-1500,RF-2000,RF-3300,RM-6500,RP-1400,YF-3000,PH-6200.8400,RM-6500.6500,RP-1400.2500,RP-1400.8000,YF-3000.6300,RP-1400.8000-050,RP-1400.8000-155,RP-1400.8000-175,RP-1400.8000-500,RP-1400.8000-650"
432,176,,,,"Offers assistance through social workers for crisis needs, advocacy, coordination with other agencies, and outreach services to seniors.","No restrictions.",svincent@helplinehouse.org,None.,,"Call or walk in for assistance.",,,,"Crisis Counseling",,Kitsap,active,,http://helplinehouse.org/crisis.shtml,"F,R,T,FP,RF,RP,TJ,FP-0500,RF-1500,RF-2000,RP-1400,RP-1500,TJ-6500,FP-0500.3300,RP-1400.8000,RP-1500.3300,TJ-6500.6300,RP-1400.8000-050"
433,176,,,,"Offers a food bank to Bainbridge Island residents and limited access to nonresidents with special circumstances. Full service can be accessed once per week; bread and fresh vegetables three or more times a week.","For Bainbridge Island residents and those whose work on the island prevents them from visiting a food bank near their home. Proof of Bainbridge residency or a pay stub will be required for continued service after registration with the food bank.",svincent@helplinehouse.org,None.,,"Call for more information.",,,,"Food Bank",,Kitsap,active,,http://helplinehouse.org,"B,T,BD,TI,BD-1800,TI-1800,BD-1800.2000,TI-1800.2000"
434,176,,,,"Offers donated books to children 12 or younger in households served by Helpline House.","Limited to existing Helpline House clients with children 1-12 years of age.",svincent@helplinehouse.org,None.,,"Registration available onsite at Helpline House. (generally first 2 weeks in December)",,,,"Holiday Book Nook",,Kitsap,active,,http://helplinehouse.org/winterholidays.shtml,"P,T,PH,TI,PH-2950,TI-1800,PH-2950.3200,TI-1800.2500"
435,176,,,,"Washington State law and the Kitsap County code have established the Veterans Assistance Fund as a steady source of tax dollars to be utilized for the needs of indigent veterans and their families.  A portion of property tax collected in Kitsap County is earmarked for the VAF.

The overall goal is to assist all veterans-in-the-need back into mainstream society by ensuring they understand all the programs available to them.

Temporary emergency assistance is available for:
  Rental and mortgage assistance
  Energy or utilities assistance
  Food assistance
  Auto repair
  Appliance repair
  Clothing","In order to be eligible applicants must have served honorably at least 180 days active duty, or be an immediate family member.  
Applicants with an other than honorable discharge are not eligible.
Applicant must be a resident of Washington State for at ",svincent@helplinehouse.org,None.,,"Call to make an appointment for assistance.",,,,"Kitsap County Veterans Assistance Fund",,Kitsap,active,,http://www.kitsapgov.com/hr/wsolympic/veterans/VA.htm,"B,D,L,N,P,T,Y,BH,BM,BT,BV,DF,LH,NS,NT,PB,PH,TM,YN,BH-3800,BH-5000,BM-7000,BT-8300,BV-8900,DF-7020,LH-5100,NS-1000,NT-8900,PB-0900,PH-0700,TM-0500,TM-8200,YN-0500,YN-5000,YN-7000,YN-9000,BH-3800.5000,BH-3800.7000,BH-3800.7250,BM-7000.0350,BM-7000.0500,BT-8300.1000,BT-8300.2500,BV-8900.9300,DF-7020.0200,LH-5100.6500,NS-1000.9000,YN-0500.0300,YN-0500.0500,YN-0500.1500,YN-0500.5000,YN-0500.6000,YN-0500.6100,BV-8900.9300-180,BV-8900.9300-250,BV-8900.9300-300,BV-8900.9300-850,BV-8900.9300-950"
